OBJECTID,Name,Shape_Area,Name_1,PNT_COUNT,PERCENTAGE
59,Dunn Creek,0.152054364810833,Blackwell Flats,1,100.000000000000000
60,Dunn Creek,0.152054364810833,Dunn Creek,1,100.000000000000000
61,Dunn Creek,0.152054364810833,Kootenai River,1,100.000000000000000
62,East Creek,0.143046744090480,East Creek,1,100.000000000000000
63,East Office Meadow,0.154074001165100,East Office Meadow,1,100.000000000000000
64,Emond Ranch Prairie Pothole,0.151169803153493,Emond Ranch Prairie Pothole,1,100.000000000000000
65,Fish Creek,0.148267988343900,Fish Creek,1,100.000000000000000
66,Flathead Lake Shoreline,0.151619126687671, Smith Lake Wetland,1,100.000000000000000
67,Flathead Lake Shoreline,0.151619126687671,Ashley Creek Riparian Restoration,1,100.000000000000000
68,Flathead Lake Shoreline,0.151619126687671,Brenneman Slough,1,100.000000000000000
69,Flathead Lake Shoreline,0.151619126687671,Diamond B Riparian Restoration,1,100.000000000000000
70,Flathead Lake Shoreline,0.151619126687671,Flathead Lake Shoreline,1,100.000000000000000
71,Flathead Lake Shoreline,0.151619126687671,Flathead River Wetland,1,100.000000000000000
72,Flathead Lake Shoreline,0.151619126687671,Foyes bend fisheries conservation area,1,100.000000000000000
73,Flathead Lake Shoreline,0.151619126687671,North shore Flathead lake wma,1,100.000000000000000
74,Flathead Lake Shoreline,0.151619126687671,North Shore Wetland,1,100.000000000000000
75,Flathead Lake Shoreline,0.151619126687671,Owen Sowerwine Natural Area,1,100.000000000000000
76,Flathead River Wetland,0.151959563973930, Smith Lake Wetland,1,100.000000000000000
77,Flathead River Wetland,0.151959563973930,Ashley Creek Riparian Restoration,1,100.000000000000000
78,Flathead River Wetland,0.151959563973930,Brenneman Slough,1,100.000000000000000
79,Flathead River Wetland,0.151959563973930,Diamond B Riparian Restoration,1,100.000000000000000
80,Flathead River Wetland,0.151959563973930,Flathead Lake Shoreline,1,100.000000000000000
81,Flathead River Wetland,0.151959563973930,Flathead River Wetland,1,100.000000000000000
82,Flathead River Wetland,0.151959563973930,Foyes bend fisheries conservation area,1,100.000000000000000
83,Flathead River Wetland,0.151959563973930,North shore Flathead lake wma,1,100.000000000000000
84,Flathead River Wetland,0.151959563973930,North Shore Wetland,1,100.000000000000000
85,Flathead River Wetland,0.151959563973930,Owen Sowerwine Natural Area,1,100.000000000000000
86,Flathead River Wetland,0.151959563973930,West Valley Wetland,1,100.000000000000000
87,Fox Creek,0.150378909599787,Fox Creek,1,100.000000000000000
88,Foyes bend fisheries conservation area,0.151836194433404, Smith Lake Wetland,1,100.000000000000000
89,Foyes bend fisheries conservation area,0.151836194433404,Ashley Creek Riparian Restoration,1,100.000000000000000
90,Foyes bend fisheries conservation area,0.151836194433404,Brenneman Slough,1,100.000000000000000
91,Foyes bend fisheries conservation area,0.151836194433404,Diamond B Riparian Restoration,1,100.000000000000000
92,Foyes bend fisheries conservation area,0.151836194433404,Flathead Lake Shoreline,1,100.000000000000000
93,Foyes bend fisheries conservation area,0.151836194433404,Flathead River Wetland,1,100.000000000000000
94,Foyes bend fisheries conservation area,0.151836194433404,Foyes bend fisheries conservation area,1,100.000000000000000
95,Foyes bend fisheries conservation area,0.151836194433404,North shore Flathead lake wma,1,100.000000000000000
96,Foyes bend fisheries conservation area,0.151836194433404,North Shore Wetland,1,100.000000000000000
97,Foyes bend fisheries conservation area,0.151836194433404,Owen Sowerwine Natural Area,1,100.000000000000000
98,Foyes bend fisheries conservation area,0.151836194433404,West Valley Wetland,1,100.000000000000000
99,Freezout Lake WMA,0.150416185703121,Freezout Lake WMA,1,100.000000000000000
100,French Gulch,0.145779597735949,California Creek,1,100.000000000000000
101,French Gulch,0.145779597735949,French Gulch,1,100.000000000000000
102,Haskill Basin,0.152791280774546,Haskill Basin,1,100.000000000000000
103,Haskill Basin,0.152791280774546,Lazy Creek,1,100.000000000000000
104,Haskill Basin,0.152791280774546,Trumbull Creek,1,100.000000000000000
105,Island Butte Wetland,0.142444297151399,Island Butte Wetland,1,100.000000000000000
106,JTX Tunnicliff Mitigation site,0.145483588737291,JTX Tunnicliff Mitigation site,1,100.000000000000000
107,Keystone Gulch Mesic,0.142932033274734,Keystone Gulch Mesic,1,100.000000000000000
108,Kootenai River,0.152483212042699,Blackwell Flats,1,100.000000000000000
109,Kootenai River,0.152483212042699,Dunn Creek,1,100.000000000000000
110,Kootenai River,0.152483212042699,Kootenai River,1,100.000000000000000
111,Lazy Creek,0.153007401846460,Haskill Basin,1,100.000000000000000
112,Lazy Creek,0.153007401846460,Lazy Creek,1,100.000000000000000
113,Little Basin Creek Trib,0.142621517855172,Little Basin Creek Trib,1,100.000000000000000
114,Little Basin Creek Trib,0.142621517855172,Upper Clover Creek,1,100.000000000000000
115,Lower Moose Pond,0.151958881257903,Below Dahl Lake,1,100.000000000000000
116,Lower Moose Pond,0.151958881257903,Lower Moose Pond,1,100.000000000000000
117,Lower Moose Pond,0.151958881257903,Upper Moose Pond,1,100.000000000000000
118,Lower Moose Pond,0.151958881257903,West Office Meadow,1,100.000000000000000
119,Malcolm CE Wetland,0.144066067493350,Malcolm CE Wetland,1,100.000000000000000
120,MDT US 93 Peterson Wetland Mitigation Site,0.149576547349512,CSKT Wetland,1,100.000000000000000
121,MDT US 93 Peterson Wetland Mitigation Site,0.149576547349512,MDT US 93 Peterson Wetland Mitigation Site,1,100.000000000000000
122,MDT US 93 Peterson Wetland Mitigation Site,0.149576547349512,Post Creek,1,100.000000000000000
123,Murphy Ox Yoke Mitigation Wetland,0.141826690513117,Murphy Ox Yoke Mitigation Wetland,1,100.000000000000000
124,Ninemile,0.149183350586667,Ninemile,1,100.000000000000000
125,North shore Flathead lake wma,0.151650047082218,Ashley Creek Riparian Restoration,1,100.000000000000000
126,North shore Flathead lake wma,0.151650047082218,Brenneman Slough,1,100.000000000000000
127,North shore Flathead lake wma,0.151650047082218,Diamond B Riparian Restoration,1,100.000000000000000
128,North shore Flathead lake wma,0.151650047082218,Flathead Lake Shoreline,1,100.000000000000000
129,North shore Flathead lake wma,0.151650047082218,Flathead River Wetland,1,100.000000000000000
130,North shore Flathead lake wma,0.151650047082218,Foyes bend fisheries conservation area,1,100.000000000000000
131,North shore Flathead lake wma,0.151650047082218,North shore Flathead lake wma,1,100.000000000000000
132,North shore Flathead lake wma,0.151650047082218,North Shore Wetland,1,100.000000000000000
133,North shore Flathead lake wma,0.151650047082218,Owen Sowerwine Natural Area,1,100.000000000000000
134,North Shore Wetland,0.151647034825880, Smith Lake Wetland,1,100.000000000000000
135,North Shore Wetland,0.151647034825880,Ashley Creek Riparian Restoration,1,100.000000000000000
136,North Shore Wetland,0.151647034825880,Brenneman Slough,1,100.000000000000000
137,North Shore Wetland,0.151647034825880,Diamond B Riparian Restoration,1,100.000000000000000
138,North Shore Wetland,0.151647034825880,Flathead Lake Shoreline,1,100.000000000000000
139,North Shore Wetland,0.151647034825880,Flathead River Wetland,1,100.000000000000000
140,North Shore Wetland,0.151647034825880,Foyes bend fisheries conservation area,1,100.000000000000000
141,North Shore Wetland,0.151647034825880,North shore Flathead lake wma,1,100.000000000000000
142,North Shore Wetland,0.151647034825880,North Shore Wetland,1,100.000000000000000
143,North Shore Wetland,0.151647034825880,Owen Sowerwine Natural Area,1,100.000000000000000
144,O'dell Creek,0.143996262920681,O'dell Creek,1,100.000000000000000
145,Owen Sowerwine Natural Area,0.151949731043790, Smith Lake Wetland,1,100.000000000000000
146,Owen Sowerwine Natural Area,0.151949731043790,Ashley Creek Riparian Restoration,1,100.000000000000000
147,Owen Sowerwine Natural Area,0.151949731043790,Brenneman Slough,1,100.000000000000000
148,Owen Sowerwine Natural Area,0.151949731043790,Diamond B Riparian Restoration,1,100.000000000000000
149,Owen Sowerwine Natural Area,0.151949731043790,Flathead Lake Shoreline,1,100.000000000000000
150,Owen Sowerwine Natural Area,0.151949731043790,Flathead River Wetland,1,100.000000000000000
151,Owen Sowerwine Natural Area,0.151949731043790,Foyes bend fisheries conservation area,1,100.000000000000000
152,Owen Sowerwine Natural Area,0.151949731043790,North shore Flathead lake wma,1,100.000000000000000
153,Owen Sowerwine Natural Area,0.151949731043790,North Shore Wetland,1,100.000000000000000
154,Owen Sowerwine Natural Area,0.151949731043790,Owen Sowerwine Natural Area,1,100.000000000000000
155,Owen Sowerwine Natural Area,0.151949731043790,West Valley Wetland,1,100.000000000000000
156,Oyler Ranch Wetland Protection,0.145551483730854,Oyler Ranch Wetland Protection,1,100.000000000000000
157,Post Creek,0.149669481491300,CSKT Wetland,1,100.000000000000000
158,Post Creek,0.149669481491300,MDT US 93 Peterson Wetland Mitigation Site,1,100.000000000000000
159,Post Creek,0.149669481491300,Post Creek,1,100.000000000000000
160,Rattlesnake Creek,0.148340170187865,Rattlesnake Creek,1,100.000000000000000
161,Rau CME Easement,0.146668913110159,Rau CME Easement,1,100.000000000000000
162,Rostad Ranch Mitigation site,0.147119175482301,Rostad Ranch Mitigation site,1,100.000000000000000
163,Schrieber Lake Mitigation site,0.151699233925920,Blackwell Flats,1,100.000000000000000
164,Schrieber Lake Mitigation site,0.151699233925920,Schrieber Lake Mitigation site,1,100.000000000000000
165,Schrieber Lake Mitigation site,0.151699233925920,Schrieber Meadows Mitigation site,1,100.000000000000000
166,Schrieber Meadows Mitigation site,0.151703637186506,Blackwell Flats,1,100.000000000000000
167,Schrieber Meadows Mitigation site,0.151703637186506,Schrieber Lake Mitigation site,1,100.000000000000000
168,Schrieber Meadows Mitigation site,0.151703637186506,Schrieber Meadows Mitigation site,1,100.000000000000000
169,Sevenmile Creek,0.147614027706032,Sevenmile Creek,1,100.000000000000000
170,Siever's Dam Removal and Wetland Restoration,0.150031981112770,Siever's Dam Removal and Wetland Restoration,1,100.000000000000000
171,Story Mill Park Wetlands,0.145115089105437,Story Mill Park Wetlands,1,100.000000000000000
172,Trumbull Creek,0.152675306995760,Haskill Basin,1,100.000000000000000
173,Trumbull Creek,0.152675306995760,Trumbull Creek,1,100.000000000000000
174,Upper Clarkfork River,0.146849117459248,Upper Clarkfork River,1,100.000000000000000
175,Upper Clover Creek,0.142718769718103,Little Basin Creek Trib,1,100.000000000000000
176,Upper Clover Creek,0.142718769718103,Upper Clover Creek,1,100.000000000000000
177,Upper Moose Pond,0.151972300286998,Below Dahl Lake,1,100.000000000000000
178,Upper Moose Pond,0.151972300286998,Lower Moose Pond,1,100.000000000000000
179,Upper Moose Pond,0.151972300286998,Upper Moose Pond,1,100.000000000000000
180,Upper Moose Pond,0.151972300286998,West Office Meadow,1,100.000000000000000
181,West Office Meadow,0.151951298397608,Below Dahl Lake,1,100.000000000000000
182,West Office Meadow,0.151951298397608,Lower Moose Pond,1,100.000000000000000
183,West Office Meadow,0.151951298397608,Upper Moose Pond,1,100.000000000000000
184,West Office Meadow,0.151951298397608,West Office Meadow,1,100.000000000000000
185,West Valley Wetland,0.152156662694392, Smith Lake Wetland,1,100.000000000000000
186,West Valley Wetland,0.152156662694392,Ashley Creek Riparian Restoration,1,100.000000000000000
187,West Valley Wetland,0.152156662694392,Brenneman Slough,1,100.000000000000000
188,West Valley Wetland,0.152156662694392,Flathead River Wetland,1,100.000000000000000
189,West Valley Wetland,0.152156662694392,Foyes bend fisheries conservation area,1,100.000000000000000
190,West Valley Wetland,0.152156662694392,Owen Sowerwine Natural Area,1,100.000000000000000
191,West Valley Wetland,0.152156662694392,West Valley Wetland,1,100.000000000000000
